VERB,PP_ADJ_Count,Past_Participle,VERB_COUNT,Total_Count
chrome,17751,chromed,20010,355197510
persevere,308,persevered,1150967,354497836
crimson,6849,crimsoned,51750,354435750
hoodwink,2460,hoodwinked,142152,349693920
steepen,5144,steepened,67912,349339328
backslide,5692,backslidden,61072,347621824
calender,7909,calendered,43945,347561005
croak,1003,croaked,346043,347081129
spot,89,spotcheck,3897073,346839497
realign,1677,realigned,206527,346345779
overprotect,10503,overprotected,32964,346220892
scoff,498,scoffed,692765,344996970
propitiate,846,propitiated,405063,342683298
berate,1025,berated,334104,342456600
berth,3479,berthed,98310,342020490
distrain,2238,distrained,152822,342015636
overspend,5557,overspent,61515,341838855
inhere,907,inhered,376474,341461918
capacitate,10281,capacitated,33126,340568406
thump,559,thumped,608006,339875354
channelize,8442,channelized,40097,338498874
cumber,3768,cumbered,89334,336610512
scab,11148,scabbed,29891,333224868
dynamite,3078,dynamited,107840,331931520
elope,1213,eloped,272693,330776609
headline,2091,headlined,158182,330758562
becloud,4831,beclouded,68328,330092568
unscramble,7127,unscrambled,46276,329809052
chord,4635,chorded,70998,329075730
fair,5420,faired,60710,329048200
ammoniate,12921,ammoniated,25418,328425978
reconvert,3024,reconverted,108308,327523392
trance,14763,tranced,22138,326823294
fritter,1896,frittered,171262,324712752
hose,2143,hosed,151451,324559493
strum,2188,strummed,147948,323710224
unbuckle,3604,unbuckled,89781,323570724
vend,1254,vended,257958,323479332
grime,16007,grimed,20113,321948791
disabuse,1975,disabused,162950,321826250
placate,616,placated,522390,321792240
peddle,849,peddled,378464,321315936
guy,7584,guyed,42331,321038304
bewail,856,bewailed,372564,318914784
crew,5031,crewed,62963,316766853
sympathize,208,sympathized,1517149,315566992
emplace,2782,emplaced,113035,314463370
intermit,4383,intermitted,71745,314458335
coexist,277,coexisted,1133003,313841831
demagnetize,5456,demagnetized,57345,312874320
cohere,1151,cohered,270935,311846185
dissuade,338,dissuaded,921981,311629578
reassert,435,reasserted,715925,311427375
spearhead,846,spearheaded,368100,311412600
triple,507,tripled,614012,311304084
perspire,1011,perspired,307630,311013930
shank,15222,shanked,20349,309752478
forage,399,foraged,775209,309308391
consort,1359,consorted,227573,309271707
billet,1859,billeted,166344,309233496
toll,896,tolled,344955,309079680
dally,1699,dallied,180144,306064656
vouchsafe,511,vouchsafed,598433,305799263
savage,3951,savaged,77300,305412300
radio,1467,radioed,208008,305147736
prejudge,2058,prejudged,147792,304155936
whine,333,whined,906178,301757274
encipher,9287,enciphered,32360,300527320
scuttle,607,scuttled,493552,299586064
decontaminate,4743,decontaminated,63108,299321244
riot,461,rioted,647664,298573104
grip,138,gript,2160131,298098078
crib,3763,cribbed,78697,296136811
scarf,6759,scarfed,43803,296064477
redact,6240,redacted,47322,295289280
flirt,374,flirted,788121,294757254
rubberize,37391,rubberized,7875,294454125
miscalculate,1691,miscalculated,173947,294144377
blitz,7435,blitzed,39497,293660195
stab,172,stabbed,1702968,292910496
decorticate,19412,decorticated,15010,291374120
crab,2167,crabs,134166,290737722
tithe,2431,tithed,118988,289259828
personate,2057,personated,140604,289222428
hibernate,1186,hibernated,243126,288347436
suppurate,3133,suppurated,91479,286603707
tat,2420,tatted,118310,286310200
anthropomorphize,9549,anthropomorphized,29963,286116687
veer,385,veered,739590,284742150
welt,6450,welted,43971,283612950
besmear,4491,besmeared,62475,280575225
jeer,609,jeered,460466,280423794
rephrase,1205,rephrased,232660,280355300
bruit,4919,bruited,56981,280289539
constellate,13207,constellated,21158,279433706
obtrude,1048,obtruded,266423,279211304
essay,309,essayed,903137,279069333
unpick,13063,unpicked,21353,278934239
scream,50,screamed,5564069,278203450
coast,901,coasted,307555,277107055
dung,2679,dunged,103316,276783564
overproduce,6260,overproduced,44102,276078520
wreak,521,wreaked,528606,275403726
misfire,3589,misfired,76351,274023739
ranch,1881,ranched,145588,273851028
broider,21111,broidered,12871,271719681
hawk,718,hawked,378130,271497340
outpace,1752,outpaced,154746,271114992
federalize,7572,federalized,35736,270592992
gamble,208,gambled,1299217,270237136
pinnacle,26242,pinnacled,10275,269636550
pulsate,901,pulsated,299090,269480090
alphabetize,2939,alphabetized,91278,268266042
evangelize,1211,evangelized,221227,267905897
swab,1765,swabbed,151591,267558115
malinger,3992,malingered,66614,265923088
scurry,407,scurried,652869,265717683
calm,106,calmed,2494463,264413078
presage,708,presaged,371553,263059524
cruise,234,cruised,1123412,262878408
bench,6591,benched,39877,262829307
typecast,8519,typecast,30835,262683365
hock,3487,hocked,75329,262672223
scythe,9490,scythed,27665,262540850
redress,295,redressed,885616,261256720
single,125,singled,2076654,259581750
camphorate,16161,camphorated,16047,259335567
lave,989,laved,261771,258891519
convolve,6200,convolved,41744,258812800
gurgle,905,gurgled,285646,258509630
contravene,499,contravened,515522,257245478
muck,2435,mucked,104954,255562990
ingraft,5299,ingrafted,48037,254548063
smut,9702,smutted,26219,254376738
overprint,5119,overprinted,49530,253544070
souse,4989,soused,50676,252822564
clatter,540,clattered,467618,252513720
mutiny,1587,mutinied,158956,252263172
flight,6416,flighted,39294,252110304
supinate,8137,supinated,30948,251823876
cog,11686,cogged,21544,251763184
sideline,3171,sidelined,79232,251244672
prepossess,2846,prepossessed,88149,250872054
hive,2005,hived,125113,250851565
bawl,646,bawled,387375,250244250
phone,180,phoned,1389668,250140240
wriggle,463,wriggled,538365,249262995
outflank,1140,outflanked,218620,249226800
bounce,129,bounced,1931605,249177045
allure,634,allured,391979,248514686
peep,248,peeped,1001040,248257920
chide,370,chided,668921,247500770
squirt,1105,squirted,223312,246759760
blaspheme,822,blasphemed,300151,246724122
traduce,2079,traduced,118552,246469608
flout,697,flouted,353512,246397864
predestinate,4766,predestinated,51691,246359306
sluice,2527,sluiced,97432,246210664
cloy,4457,cloyed,55212,246079884
opine,564,opined,435842,245814888
rehash,3298,rehashed,74410,245404180
sag,271,sagged,904365,245082915
ruminate,882,ruminated,276682,244033524
disrespect,2987,disrespected,81586,243697382
upbraid,701,upbraided,347614,243677414
leather,8750,leathered,27841,243608750
goggle,5280,goggled,46130,243566400
cower,610,cowered,398359,242998990
clamber,368,clambered,659753,242789104
moonlight,2290,moonlighted,106008,242758320
knife,2279,knifed,106506,242727174
outclass,3332,outclassed,72706,242256392
mythologize,3767,mythologized,63816,240394872
furlough,10424,furloughed,23049,240262776
pauperize,6068,pauperized,39575,240141100
seethe,374,seethed,639045,239002830
truck,1820,trucked,131247,238869540
desalt,5583,desalted,42706,238427598
backfire,832,backfired,285459,237501888
recoup,589,recouped,403027,237382903
draggle,29324,draggled,8075,236791300
overdrive,8983,overdriven,26358,236773914
disbar,4205,disbarred,56180,236236900
sorrow,883,sorrowed,266685,235482855
slink,658,slunk,357819,235444902
wine,10006,wined,23474,234880844
discourse,287,discoursed,818375,234873625
pluralize,6631,pluralized,35361,234478791
guillotine,2427,guillotined,96539,234300153
rime,18353,rimed,12751,234019103
cuddle,708,cuddled,330225,233799300
recant,790,recanted,295938,233791020
rocket,1699,rocketed,136732,232307668
lob,710,lobbed,327045,232201950
sop,2622,sopped,87928,230547216
implode,2628,imploded,87701,230478228
dab,655,dabbed,351227,230053685
spade,2840,spaded,80989,230008760
twinkle,345,twinkled,665167,229482615
unhallow,117300,unhallowed,1955,229321500
partake,94,partaken,2438133,229184502
snore,358,snored,638705,228656390
spoon,669,spooned,341625,228547125
teethe,2703,teethed,84552,228544056
clutch,110,clutched,2075931,228352410
counterpoise,3652,counterpoised,62446,228052792
administrate,2702,administrated,84368,227962336
campaign,230,campaigned,991126,227958980
job,1402,jobbed,161797,226839394
tusk,17222,tusked,13144,226365968
dribble,701,dribbled,322886,226343086
bum,909,bummed,248091,225514719
sup,411,supped,548356,225374316
bankrupt,1158,bankrupted,194619,225368802
shampoo,2319,shampooed,96869,224639211
fecundate,6982,fecundated,32136,224373552
disgorge,1185,disgorged,188709,223620165
corral,1815,corralled,123020,223281300
meddle,213,meddled,1042832,222123216
defray,254,defrayed,874293,222070422
dematerialize,7334,dematerialized,30220,221633480
fox,6592,foxed,33581,221365952
befog,5064,befogged,43688,221236032
character,3727,charactered,59227,220739029
sporulate,6526,sporulated,33660,219665160
brominate,31168,brominated,7040,219422720
hark,581,harked,376734,218882454
douse,1027,doused,212468,218204636
hoot,650,hooted,335255,217915750
misbehave,793,misbehaved,274539,217709427
masquerade,541,masqueraded,399902,216346982
misquote,1892,misquoted,114281,216219652
posture,2213,postured,97568,215917984
submerse,22279,submersed,9662,215259698
conspire,148,conspired,1450853,214726244
worm,1077,wormed,198723,214024671
lust,983,lusted,217540,213841820
asterisk,12931,asterisked,16536,213827016
soundproof,8182,soundproofed,26130,213795660
retool,3697,retooled,57480,212503560
smart,641,smarted,330612,211922292
stash,981,stashed,214938,210854178
bolster,179,bolstered,1176912,210667248
gerrymander,7807,gerrymandered,26806,209274442
heckle,2402,heckled,87073,209149346
condescend,278,condescended,752168,209102704
palatalize,21145,palatalized,9884,208997180
bulletin,388,bulletined,536989,208351732
tweak,994,tweaked,209451,208194294
corset,15642,corseted,13287,207835254
mercerize,8147,mercerized,25509,207821823
salivate,1997,salivated,103856,207400432
befoul,4190,befouled,49486,207346340
riffle,3491,riffled,59313,207061683
squish,3854,squished,53687,206909698
predigest,28966,predigested,7128,206469648
rebut,408,rebutted,505830,206378640
cinch,2750,cinched,75032,206338000
deflower,3801,deflowered,54120,205710120
geld,2652,gelt,77487,205495524
discountenance,1059,discountenanced,193981,205425879
hie,922,hied,222038,204719036
exsert,7976,exserted,25582,204042032
bootleg,6449,bootlegged,31450,202821050
glint,555,glinted,365199,202685445
rankle,794,rankled,254950,202430300
middle,981,middled,205529,201623949
brine,6392,brined,31464,201117888
splotch,8765,splotched,22890,200630850
fiddle,524,fiddled,382729,200549996
descry,656,descried,305554,200443424
convoke,616,convoked,323740,199423840
retaliate,240,retaliated,829432,199063680
lisp,1148,lisped,173376,199035648
docket,2072,docketed,95720,198331840
major,581,majored,340609,197893829
deodorize,5193,deodorized,38091,197806563
yawn,189,yawned,1046149,197722161
subrogate,3787,subrogated,51742,195946954
reshuffle,2251,reshuffled,86927,195672677
mope,5699,moped,34302,195487098
cosset,7272,cosseted,26863,195347736
bode,762,boded,255861,194966082
unpin,7200,unpinned,27067,194882400
straw,4822,strawed,40388,194750936
apprize,1336,apprized,145740,194708640
outvote,1974,outvoted,98601,194638374
connive,541,connived,359696,194595536
antique,4230,antiqued,45975,194474250
squeal,433,squealed,448365,194142045
digitalize,7453,digitalized,26035,194038855
carburize,3170,carburized,61163,193886710
verge,533,verged,363271,193623443
parachute,1406,parachuted,137519,193351714
tinker,643,tinkered,297739,191446177
outrun,574,outrun,333208,191261392
accost,399,accosted,479341,191257059
urinate,435,urinated,439363,191122905
cleat,10696,cleated,17726,189597296
bunt,2267,bunted,83476,189240092
prickle,2076,prickled,91088,189098688
burgeon,256,burgeoned,738345,189016320
tantalize,944,tantalized,200192,188981248
calk,3539,calked,53247,188441133
ham,2346,hammed,80119,187959174
shirr,12227,shirred,15308,187170916
debunk,949,debunked,197088,187036512
crane,694,craned,269023,186701962
saunter,348,sauntered,534512,186010176
moon,2651,mooned,69979,185514329
forswear,1107,forsworn,167511,185434677
fudge,2343,fudged,78984,185059512
snake,611,snaked,300527,183621997
bedew,3218,bedewed,56572,182048696
tiptoe,554,tiptoed,328288,181871552
pat,98,patted,1854691,181759718
amass,189,amassed,959781,181398609
fare,103,fared,1746219,179860557
crosscut,2153,crosscut,83514,179805642
holler,392,hollered,458034,179549328
dispel,112,dispelled,1599953,179194736
clout,8874,clouted,20171,178997454
shepherd,534,shepherded,334981,178879854
preponderate,1095,preponderated,163160,178660200
lionize,2684,lionized,66551,178622884
bribe,165,bribed,1079811,178168815
derogate,898,derogated,198222,178003356
squelch,1014,squelched,175125,177576750
augur,727,augured,243943,177346561
rigidify,7916,rigidified,22377,177136332
scissor,2810,scissored,63004,177041240
effectuate,566,effectuated,312383,176808778
slosh,1004,sloshed,175904,176607616
brook,458,brooked,385409,176517322
shellac,7505,shellacked,23445,175954725
pollard,10569,pollarded,16504,174430776
victual,1761,victualled,98036,172641396
bedazzle,7924,bedazzled,21774,172537176
cocoon,3898,cocooned,44199,172287702
overarch,1578,overarched,108876,171806328
yaw,3071,yawed,55894,171650474
trawl,1873,trawled,91623,171609879
reinsure,3639,reinsured,47089,171356871
inspirit,2947,inspirited,58117,171270799
defrock,13030,defrocked,13123,170992690
reconnoitre,447,reconnoitred,381698,170619006
flounder,357,floundered,475678,169817046
squirm,317,squirmed,535293,169687881
foreknow,1573,foreknown,107836,169626028
vamp,4461,vamped,37888,169018368
spew,491,spewed,343588,168701708
overdose,1486,overdosed,113163,168160218
chuck,613,chucked,273722,167791586
frown,55,frowned,3044476,167446180
copper,7255,coppered,22998,166850490
furbish,5173,furbished,31974,165401502
jig,1745,jigged,94616,165104920
gentle,2151,gentled,76674,164925774
pale,4059,paled,40573,164685807
chorus,1598,chorused,102965,164538070
reek,404,reeked,406889,164383156
detract,160,detracted,1024642,163942720
travesty,4041,travestied,40295,162832095
hurtle,458,hurtled,355060,162617480
adumbrate,885,adumbrated,182191,161239035
purr,494,purred,325474,160784156
shag,3979,shagged,40403,160763537
overcompensate,2618,overcompensated,61209,160245162
trammel,5018,trammelled,31934,160244812
breakfast,388,breakfasted,412489,160045732
propagandize,1765,propagandized,90597,159903705
swag,2768,swagged,57751,159854768
manifold,1399,manifolded,114185,159744815
slim,3838,slimed,41610,159699180
disrobe,1399,disrobed,113434,158694166
tout,295,touted,537459,158550405
revel,182,revelled,869569,158261558
zigzag,717,zigzagged,220288,157946496
drizzle,1442,drizzled,109453,157831226
brag,255,bragged,618918,157824090
ape,613,aped,257399,157785587
heft,848,hefted,185904,157646592
baa,1839,baaed,85558,157341162
miscast,10076,miscast,15577,156953852
palliate,725,palliated,216297,156815325
platinize,16956,platinized,9175,155571300
hackle,7788,hackled,19951,155378388
plagiarize,1464,plagiarized,106086,155309904
gasp,70,gasped,2217472,155223040
gobble,491,gobbled,316100,155205100
gradate,10162,gradated,15256,155031472
deracinate,16468,deracinated,9413,155013284
misconstrue,563,misconstrued,274963,154804169
remonstrate,219,remonstrated,705860,154583340
scotch,1319,scotched,116762,154009078
chaperone,7423,chaperoned,20735,153915905
reforest,4477,reforested,34374,153892398
stonewall,2414,stonewalled,63620,153578680
revalue,1054,revalued,145202,153042908
coal,2611,coaled,58574,152936714
confide,60,confided,2522324,151339440
flail,548,flailed,275523,150986604
carpenter,3451,carpentered,43686,150760386
overindulge,3522,overindulged,42712,150431664
spoof,1547,spoofed,97156,150300332
compass,609,compassed,246011,149820699
opsonize,8747,opsonized,17116,149713652
expiate,438,expiated,341373,149521374
corbel,29329,corbelled,5096,149460584
toggle,1056,toggled,141431,149351136
spurt,729,spurted,204700,149226300
bluff,545,bluffed,273672,149151240
slumber,242,slumbered,614719,148761998
retrograde,1326,retrograded,111768,148204368
bask,262,basked,565361,148124582
drone,540,droned,273544,147713760
afforest,6876,afforested,21396,147118896
blare,482,blared,305113,147064466
quiet,113,quieted,1300472,146953336
peroxide,2189,peroxided,67122,146930058
undergird,753,undergirded,194852,146723556
blear,27338,bleared,5351,146285638
waylay,670,waylaid,216813,145264710
hay,808,hayed,179686,145186288
swipe,777,swiped,186491,144903507
wade,380,waded,380422,144560360
conglomerate,11082,conglomerated,13004,144110328
wane,592,waned,242461,143536912
fettle,2795,fettled,51266,143288470
revenge,188,revenged,762127,143279876
company,635,companied,224704,142687040
cod,65,codded,2182873,141886745
bandy,813,bandied,173077,140711601
bull,821,bulled,170929,140332709
befall,88,befallen,1587565,139705720
wager,452,wagered,308241,139324932
overplay,1799,overplayed,77078,138663322
stale,2159,staled,63780,137701020
ford,362,forded,377714,136732468
obtund,8572,obtunded,15946,136689112
turf,5357,turfed,25490,136549930
lam,416,lammed,326048,135635968
grub,852,grubbed,158763,135266076
hyphenate,2356,hyphened,57074,134466344
quest,983,quested,136512,134191296
denationalize,3480,denationalized,38498,133973040
ferry,327,ferried,409500,133906500
jab,403,jabbed,332243,133893929
stare,83,stared,1611912,133788696
unbrace,26486,unbraced,5046,133648356
libel,1064,libelled,125492,133523488
focalize,3929,focalized,33967,133456343
battle,105,battled,1270081,133358505
jazz,4146,jazzed,32058,132912468
blink,69,blinked,1924858,132815202
diazotize,15165,diazotized,8720,132238800
reel,120,reeled,1100076,132009120
besprinkle,4264,besprinkled,30864,131604096
burl,6014,burled,21773,130942822
reword,1885,reworded,69402,130822770
lot,711,lotted,183716,130622076
bespangle,8236,bespangled,15796,130095856
bathe,162,bathed,802803,130054086
swerve,215,swerved,599226,128833590
roost,390,roosted,330104,128740560
unfrock,21167,unfrocked,6077,128631859
frizz,7672,frizzed,16719,128268168
eschew,153,eschewed,838218,128247354
adventure,796,adventured,161015,128167940
squeak,307,squeaked,414516,127256412
gape,1061,gaped,119696,126997456
tally,331,tallied,383347,126887857
degrease,2713,degreased,46712,126729656
symmetrize,12722,symmetrized,9939,126443958
soot,4045,sooted,31076,125702420
cashier,1159,cashiered,108034,125211406
volley,2535,volleyed,49214,124757490
refuel,446,refuelled,279208,124526768
patter,901,pattered,138204,124521804
cat,547,catted,226602,123951294
misgovern,4787,misgoverned,25854,123763098
ladder,5492,laddered,22410,123075720
solemnize,485,solemnized,253237,122819945
district,1360,districted,89981,122374160
electrocute,1612,electrocuted,75632,121918784
outdo,193,outdone,631675,121913275
dyke,3320,dyked,36708,121870560
wobble,378,wobbled,320829,121273362
scruple,328,scrupled,367437,120519336
smock,9273,smocked,12994,120493362
twig,2793,twigged,42792,119518056
cajole,278,cajoled,429905,119513590
whoop,524,whooped,227729,119329996
shirk,253,shirked,471554,119303162
jell,2137,jelled,55633,118887721
glimmer,265,glimmered,447423,118567095
rape,334,raped,352651,117785434
redeploy,1124,redeployed,104597,117567028
throb,114,throbbed,1030738,117504132
ballyhoo,9917,ballyhooed,11793,116951181
scowl,168,scowled,693195,116456760
intercede,182,interceded,638849,116270518
dunk,997,dunked,116182,115833454
begrudge,652,begrudged,176575,115126900
sky,4054,skied,28273,114618742
deputize,1465,deputized,78143,114479495
wiggle,317,wiggled,359824,114064208
strafe,719,strafed,158549,113996731
tissue,4613,tissued,24664,113775032
castigate,306,castigated,368734,112832604
quip,503,quipped,222820,112078460
signalize,411,signalized,271760,111693360
overstep,316,overstepped,353223,111618468
decontrol,4135,decontrolled,26951,111442385
narcotize,5469,narcotized,20257,110785533
transmogrify,2688,transmogrified,41135,110570880
filch,895,filched,123415,110456425
hemorrhage,851,hemorrhaged,128909,109701559
cackle,559,cackled,195540,109306860
jingle,391,jingled,278942,109066322
lasso,1679,lassoed,64740,108698460
bethink,371,bethought,291264,108058944
combust,2317,combusted,46288,107249296
metal,2866,metaled,37414,107228524
trifle,241,trifled,444201,107052441
gangrene,7161,gangrened,14928,106899408
derate,3625,derated,29388,106531500
shy,237,shied,449009,106415133
drowse,1046,drowsed,101303,105962938
gravitate,184,gravitated,574577,105722168
mistime,9033,mistimed,11666,105378978
surge,93,surged,1130170,105105810
foist,434,foisted,240682,104455988
summons,9024,summoned,11568,104389632
dote,1512,doted,68947,104247864
eavesdrop,373,eavesdropped,279217,104147941
harp,424,harped,244015,103462360
flinch,159,flinched,650306,103398654
trudge,157,trudged,658586,103398002
fraction,3082,fractioned,33407,102960374
shrine,1870,shrined,54904,102670480
wink,85,winked,1205272,102448120
loaf,479,loafed,213684,102354636
wallpaper,3940,wallpapered,25920,102124800
jug,4961,jugged,20530,101849330
enwrap,1423,enwrapped,71508,101755884
fructify,1299,fructified,78288,101696112
rubber,1465,rubbered,69393,101660745
tingle,164,tingled,619082,101529448
sham,171,shammed,593511,101490381
rehearse,64,rehearsed,1582032,101250048
haggle,398,haggled,252414,100460772
photosensitize,9897,photosensitized,10142,100375374
spark,81,sparked,1238409,100311129
commune,219,communed,456974,100077306
sizzle,422,sizzled,236533,99816926
ladle,777,ladled,128214,99622278
prognosticate,1086,prognosticated,91614,99492804
gladden,304,gladdened,325784,99038336
hex,2208,hexed,44619,98518752
limber,1541,limbered,63693,98150913
wallow,213,wallowed,459260,97822380
tranquillize,1632,tranquillized,59505,97112160
bus,704,bussed,137571,96849984
cicatrize,3618,cicatrized,26575,96148350
doff,569,doffed,168908,96108652
pretermit,6477,pretermitted,14832,96066864
coo,344,cooed,278370,95759280
countermand,496,countermanded,192896,95676416
tote,1855,toted,51455,95449025
birth,723,birthed,131855,95331165
outmatch,3173,outmatched,29890,94840970
revet,4216,revetted,22449,94644984
jest,246,jested,384387,94559202
rummage,208,rummaged,454091,94450928
infix,6232,infixed,15089,94034648
calendar,1174,calendared,79743,93618282
ready,760,readied,123154,93597040
brevet,1808,brevetted,51716,93502528
lounge,166,lounged,563030,93462980
auction,371,auctioned,251686,93375506
preen,540,preened,172516,93158640
pantomime,1729,pantomimed,53687,92824823
scamper,250,scampered,369731,92432750
copulate,483,copulated,190160,91847280
snuggle,263,snuggled,349002,91787526
fingerprint,826,fingerprinted,111091,91761166
prettify,5808,prettified,15793,91725744
barber,5608,barbered,16329,91573032
systemize,4282,systemized,21350,91420700
cavern,8588,caverned,10616,91170208
scamp,4267,scamped,21337,91044979
game,968,gamed,94045,91035560
smirch,4109,smirched,21917,90056953
blubber,1179,blubbered,76219,89862201
boat,253,boated,354616,89717848
catheterize,1358,catheterized,65786,89337388
joggle,3787,joggled,23587,89323969
swoop,142,swooped,628427,89236634
interlard,1868,interlarded,47590,88898120
remainder,4605,remaindered,19217,88494285
abominate,1211,abominated,72859,88232249
parrot,998,parroted,87680,87504640
thirst,179,thirsted,488535,87447765
clack,1167,clacked,74664,87132888
manhandle,869,manhandled,99836,86757484
candle,1967,candled,43810,86174270
fret,105,frets,819298,86026290
incommode,884,incommoded,97297,86010548
climax,357,climaxed,240290,85783530
dizzy,1547,dizzied,55157,85327879
plod,152,plodded,559444,85035488
fluoresce,786,fluoresced,108093,84961098
malfunction,659,malfunctioned,128734,84835706
supplicate,390,supplicated,217365,84772350
damascene,8528,damascened,9924,84631872
fizzle,728,fizzled,116109,84527352
hymn,580,hymned,145580,84436400
parry,292,parried,289106,84418952
cornice,7197,corniced,11729,84413613
eddy,520,eddied,162019,84249880
scrounge,781,scrounged,107861,84239441
lobby,62,lobbied,1358607,84233634
smoothen,2827,smoothened,29520,83453040
lunge,178,lunged,468772,83441416
desexualize,4968,desexualized,16775,83338200
overcloud,3320,overclouded,25032,83106240
prance,275,pranced,300626,82672150
true,688,trued,119991,82553808
ensile,4436,ensiled,18519,82150284
premier,426,premiered,192774,82121724
flunk,519,flunked,157857,81927783
retry,1020,retried,80259,81864180
jinx,3904,jinxed,20960,81827840
ramble,106,rambled,771026,81728756
overfly,1948,overflown,41880,81582240
huff,507,huffed,160183,81212781
captain,500,captained,162013,81006500
disencumber,2004,disencumbered,40324,80809296
cauterize,702,cauterized,114633,80472366
splutter,504,spluttered,159475,80375400
itch,117,itched,684511,80087787
retch,917,retched,86777,79574509
sniff,58,sniffed,1366345,79248010
skimp,976,skimped,81086,79139936
pith,7362,pithed,10711,78854382
inweave,4083,inwoven,19299,78797817
decoy,565,decoyed,139316,78713540
appall,1967,appalled,39761,78209887
slither,254,slithered,307481,78100174
clang,350,clanged,223075,78076250
placard,1262,placarded,60851,76793962
witch,1037,witched,74026,76764962
misapprehend,905,misapprehended,84658,76615490
gull,1045,gulled,73085,76373825
uprise,1196,uprisen,63636,76108656
garter,6764,gartered,11241,76034124
sparge,3544,sparged,21317,75547448
crayon,3820,crayoned,19740,75406800
outcrop,592,outcropped,127329,75378768
flummox,3807,flummoxed,19707,75024549
unyoke,3475,unyoked,21562,74927950
grunt,80,grunted,936515,74921200
complect,12407,complected,5999,74429593
bowdlerize,3004,bowdlerized,24564,73790256
bide,364,bided,202531,73721284
bugger,1289,buggered,56855,73286095
nut,1599,nutted,45791,73219809
ginger,2178,gingered,33589,73156842
trowel,2449,trowelled,29686,72701014
introspect,2154,introspected,33639,72458406
prowl,135,prowled,535658,72313830
overpraise,2718,overpraised,26591,72274338
pillory,619,pilloried,116664,72215016
wive,1561,wived,46005,71813805
outnumber,65,outnumbered,1104529,71794385
reline,2036,relined,35256,71781216
knap,2535,knapped,28197,71479395
unclasp,1076,unclasped,66389,71434564
belch,238,belched,299144,71196272
indwell,509,indwelt,139048,70775432
grope,53,groped,1329770,70477810
rehouse,1108,rehoused,63330,70169640
troop,316,trooped,221348,69945968
ping,164,pinged,423041,69378724
orate,1475,orated,47035,69376625
punt,865,punted,80054,69246710
procreate,490,procreated,141060,69119400
canalize,892,canalized,77211,68872212
philosophize,345,philosophized,199175,68715375
mistranslate,1799,mistranslated,38193,68709207
dehisce,2621,dehisced,26183,68625643
hurdle,1339,hurdled,51211,68571529
hale,578,haled,117942,68170476
automatize,1537,automatized,44336,68144432
interpellate,1767,interpellated,38564,68142588
ballot,1020,balloted,66727,68061540
cohabit,240,cohabited,282137,67712880
chuckle,42,chuckled,1608108,67540536
transubstantiate,3148,transubstantiated,21437,67483676
tarry,114,tarried,590632,67332048
oversleep,898,overslept,74870,67233260
best,485,bested,138613,67227305
decussate,1469,decussated,45314,66566266
bamboozle,1080,bamboozled,61551,66475080
sectionalize,5382,sectionalized,12252,65940264
transit,821,transited,80278,65908238
gesticulate,247,gesticulated,266666,65866502
yank,91,yanked,722359,65734669
clop,3236,clopped,20303,65700508
swoon,254,swooned,257603,65431162
disarray,6483,disarrayed,10044,65115252
seel,1011,seeled,63873,64575603
farrow,1071,farrowed,60097,64363887
teeter,293,teetered,217587,63752991
restock,561,restocked,113614,63737454
militate,128,militated,494656,63315968
cyclostyle,16490,cyclostyled,3837,63272130
natter,799,nattered,79126,63221674
halter,4412,halted,14215,62716580
remount,402,remounted,155670,62579340
cluck,340,clucked,183943,62540620
burgle,1456,burgled,42732,62217792
overmaster,1527,overmastered,40714,62170278
nitrify,2792,nitrified,22217,62029864
sync,1453,synced,42626,61935578
blueprint,2667,blueprinted,23215,61914405
ghostwrite,3495,ghostwritten,17686,61812570
excruciate,1041,excruciated,59184,61610544
luxate,5172,luxated,11899,61541628
conduce,133,conduced,458899,61033567
metastasize,373,metastasized,163193,60870989
devitrify,5356,devitrified,11358,60833448
ruck,2118,rucked,28647,60674346
trephine,2358,trephined,25709,60621822
reminisce,160,reminisced,378436,60549760
beetle,931,beetled,64982,60498242
wow,591,wowed,102349,60488259
masturbate,198,masturbated,304718,60334164
maneuver,64,maneuvered,939548,60131072
deoxidize,2315,deoxidized,25963,60104345
nark,3983,narked,15042,59912286
sneeze,133,sneezed,448203,59610999
bedaub,2839,bedaubed,20925,59406075
wrangle,195,wrangled,303935,59267325
undock,4532,undocked,12985,58848020
frock,9804,frocked,5996,58784784
boggle,576,boggled,102034,58771584
tauten,2283,tautened,25715,58707345
scrabble,518,scrabbled,113039,58554202
tinkle,224,tinkled,258682,57944768
fleet,1048,fleeted,55234,57885232
crumb,2450,crumbed,23442,57432900
regale,156,regaled,366280,57139680
shamble,456,shambled,125184,57083904
raddle,7983,raddled,7149,57070467
factorize,1691,factorized,33656,56912296
pummel,389,pummelled,144830,56338870
cringe,118,cringed,476192,56190656
croon,266,crooned,210872,56091952
bray,430,brayed,130234,56000620
loll,183,lolled,305791,55959753
rewire,1058,rewired,52782,55843356
muff,1815,muffed,30746,55803990
bunker,2251,bunkered,24748,55707748
transmigrate,1557,transmigrated,35516,55298412
slug,303,slugged,181499,54994197
deign,107,deigned,512971,54887897
enfeoff,1211,enfeoffed,44897,54370267
allegorize,673,allegorized,80089,53899897
sovietize,6651,sovietized,8071,53680221
clue,1629,clued,32704,53274816
respite,642,respited,82866,53199972
sprint,158,sprinted,336372,53146776
overact,1812,overacted,29167,52850604
aluminize,2221,aluminized,23773,52799833
